model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
2011,Asia,Gasoline,Front-wheel drive,4,2340,6,248.0,4270,20.7,32.0
1997,Asia,Gasoline,Front-wheel drive,4,2390,7,264.0,4250,17.5,32.7
1998,USA,Gasoline,Front-wheel drive,4,2060,5,234.0,4230,18.5,30.5
2021,USA,Gasoline,Front-wheel drive,4,2380,7,256.0,4510,18.8,30.9
1986,Europe,Gasoline,Rear-wheel drive,5,2450,6,261.0,4660,21.6,25.0
1985,Asia,Gasoline,Front-wheel drive,3,2160,6,239.0,4210,19.1,30.5
2002,Asia,Gasoline,Rear-wheel drive,4,2330,6,264.0,4540,17.9,28.4
2019,Europe,Gasoline,Front-wheel drive,3,2110,5,235.0,3940,18.0,35.3
1996,Europe,Gasoline,Front-wheel drive,4,2250,6,256.0,4100,18.6,28.3
1990,Asia,Gasoline,Front-wheel drive,3,2380,7,256.0,4270,19.6,29.9
2007,USA,Gasoline,Front-wheel drive,5,2160,6,262.0,4280,18.5,27.1
2000,Europe,Gasoline,Rear-wheel drive,4,2290,6,273.0,4430,,29.5
2012,Europe,Gasoline,Front-wheel drive,3,2360,6,244.0,4100,16.5,29.8
1978,Europe,Gasoline,Front-wheel drive,2,2210,6,253.0,3710,,28.8
2019,Europe,Gasoline,All-wheel drive,3,2240,6,256.0,4150,16.7,28.2
1990,USA,Gasoline,Rear-wheel drive,4,2360,6,255.0,4350,18.9,26.2
1983,USA,Gasoline,Front-wheel drive,4,2500,7,292.0,4460,18.5,24.7
1997,Europe,Gasoline,Front-wheel drive,3,2340,6,251.0,4310,18.1,32.5
2018,USA,Gasoline,Front-wheel drive,4,2250,6,259.0,4480,19.1,32.0
2002,Europe,Gasoline,All-wheel drive,3,2210,6,253.0,4180,20.0,28.0
2014,Asia,Diesel,Rear-wheel drive,4,2260,6,268.0,4210,17.8,35.1
2012,Europe,Gasoline,Front-wheel drive,2,1930,5,220.0,3600,18.4,36.5
2003,USA,Gasoline,Front-wheel drive,3,2360,6,245.0,4370,19.4,28.8
1989,Europe,Gasoline,Front-wheel drive,3,2250,6,246.0,4160,19.9,30.8
1985,Europe,Diesel,Front-wheel drive,3,2060,5,234.0,4030,18.1,30.2
1985,Asia,Hybrid,All-wheel drive,3,2030,5,217.0,4120,18.5,35.5
2013,Europe,Hybrid,All-wheel drive,3,2400,7,275.0,4430,,34.3
1976,USA,Gasoline,Front-wheel drive,3,2340,6,265.0,4030,18.4,25.0
2005,USA,Gasoline,All-wheel drive,3,2290,6,228.0,4490,20.6,30.5
1999,Europe,Diesel,Rear-wheel drive,4,2580,7,287.0,4630,19.0,27.8
1983,USA,Diesel,Front-wheel drive,3,2350,6,291.0,4630,19.9,28.2
1987,Europe,Gasoline,Front-wheel drive,5,2470,6,266.0,3960,18.3,31.6
2005,USA,Gasoline,Front-wheel drive,3,2120,6,240.0,4300,19.3,28.2
2019,Asia,Gasoline,Rear-wheel drive,2,2400,6,259.0,4230,16.9,31.2
1997,USA,Gasoline,Front-wheel drive,3,2420,7,,4280,19.6,31.2
2006,USA,Gasoline,All-wheel drive,3,2430,6,278.0,4480,19.8,24.5
1992,USA,Diesel,Front-wheel drive,4,2280,6,270.0,4370,18.5,27.5
2011,Asia,Gasoline,All-wheel drive,4,2290,6,235.0,4340,19.2,32.4
2006,USA,Hybrid,Rear-wheel drive,4,2370,6,262.0,4650,20.3,29.6
2011,Asia,Gasoline,Front-wheel drive,3,2320,6,233.0,4170,18.8,30.3
1982,Asia,Gasoline,Front-wheel drive,4,2060,6,,4050,19.8,31.7
2019,Europe,Gasoline,Front-wheel drive,3,2250,6,,4340,19.8,31.7
1979,USA,Gasoline,Rear-wheel drive,4,2340,7,,4510,17.4,24.4
2007,USA,Gasoline,Rear-wheel drive,3,2290,6,250.0,4450,18.6,31.3
2017,Asia,Diesel,All-wheel drive,4,2330,6,273.0,4470,17.6,33.4
2013,USA,Gasoline,Rear-wheel drive,4,2540,6,278.0,4950,19.2,30.4
2015,USA,Hybrid,Front-wheel drive,4,2240,7,267.0,4170,17.2,34.9
2021,Asia,Gasoline,All-wheel drive,3,2350,6,241.0,4410,19.7,30.2
2011,Europe,Gasoline,Rear-wheel drive,4,2320,6,253.0,4140,17.5,31.1
2008,Europe,Gasoline,Rear-wheel drive,5,2290,7,264.0,4230,17.7,30.2
1989,USA,Gasoline,Front-wheel drive,2,2430,6,269.0,4210,18.8,27.4
1998,Europe,Gasoline,All-wheel drive,3,1930,5,209.0,3990,19.5,30.0
1988,Europe,Gasoline,Front-wheel drive,4,2140,5,217.0,3720,20.4,30.0
1985,Asia,Diesel,Front-wheel drive,2,2430,6,281.0,4130,17.1,31.8
2021,Europe,Hybrid,Rear-wheel drive,5,1920,5,217.0,4010,19.0,34.4
1982,Asia,Gasoline,Rear-wheel drive,3,2050,6,240.0,4190,21.0,28.1
2011,Europe,Hybrid,Front-wheel drive,4,2360,6,269.0,4410,19.7,32.4
2022,Asia,Gasoline,All-wheel drive,4,2250,6,230.0,4500,20.4,32.6
2023,USA,Gasoline,Rear-wheel drive,3,2000,6,234.0,4240,18.9,29.1
2007,USA,Diesel,Front-wheel drive,5,2440,6,297.0,4380,19.5,30.9
1982,Europe,Diesel,All-wheel drive,5,2430,7,290.0,4220,18.9,29.5
2000,USA,Hybrid,Front-wheel drive,3,2390,6,253.0,4230,19.8,31.6
1999,Asia,Diesel,Front-wheel drive,5,2180,5,228.0,4030,18.3,31.0
2001,Europe,Gasoline,Front-wheel drive,3,2190,6,242.0,3930,19.0,31.9
2003,Asia,Diesel,All-wheel drive,3,2220,6,263.0,4260,21.2,34.5
1994,Europe,Gasoline,Rear-wheel drive,3,2450,6,263.0,4420,,25.9
2011,USA,Gasoline,Rear-wheel drive,3,2360,6,282.0,4270,18.8,27.8
1975,Asia,Gasoline,Front-wheel drive,3,2570,6,,4390,18.3,26.4
1984,USA,Gasoline,Front-wheel drive,5,2490,6,276.0,4570,20.0,25.5
1989,USA,Gasoline,Front-wheel drive,4,2260,6,246.0,4390,18.6,25.7
2002,Europe,Gasoline,Front-wheel drive,5,2590,7,284.0,4740,19.2,30.0
2023,Asia,Diesel,Rear-wheel drive,3,2600,6,279.0,4340,18.7,32.9
1979,Europe,Gasoline,Front-wheel drive,4,2490,6,,4350,17.9,27.6
2003,USA,Hybrid,Front-wheel drive,4,2260,6,,4160,18.3,34.9
2021,USA,Hybrid,Front-wheel drive,4,2430,7,288.0,4470,18.1,33.3
2008,Asia,Gasoline,Rear-wheel drive,5,1890,5,204.0,4120,16.9,30.9
2023,USA,Gasoline,Front-wheel drive,4,2070,6,219.0,4050,19.9,31.8
2004,USA,Diesel,Rear-wheel drive,4,2300,6,276.0,4420,20.0,28.3
1995,Asia,Gasoline,Front-wheel drive,3,2080,5,242.0,3780,17.3,31.1
2003,USA,Diesel,Front-wheel drive,4,2330,6,259.0,4390,18.7,28.8
2018,Asia,Gasoline,Front-wheel drive,4,2170,6,245.0,4110,17.9,32.2
1978,Europe,Gasoline,Front-wheel drive,2,2280,6,256.0,4190,17.9,28.5
2020,Asia,Gasoline,Rear-wheel drive,4,2130,5,235.0,3910,16.0,32.9
1995,Asia,Gasoline,Rear-wheel drive,2,2010,6,236.0,4020,16.5,30.4
1979,Europe,Gasoline,Rear-wheel drive,3,2460,7,273.0,4570,20.3,27.2
2008,USA,Diesel,Front-wheel drive,3,2010,6,239.0,4120,17.9,32.8
1995,Europe,Gasoline,Front-wheel drive,2,1740,5,171.0,3670,19.1,32.9
1996,USA,Diesel,All-wheel drive,2,2500,7,310.0,4560,17.9,30.0
1978,Europe,Gasoline,Rear-wheel drive,4,2170,6,244.0,4170,20.0,28.4
1976,Europe,Gasoline,All-wheel drive,3,2210,5,,4160,19.5,25.3
1999,Europe,Diesel,Rear-wheel drive,3,2260,6,265.0,4050,18.4,31.8
2007,Asia,Gasoline,Front-wheel drive,5,2350,7,266.0,4310,18.2,28.2
1997,Europe,Gasoline,Front-wheel drive,4,2120,6,224.0,3970,17.8,31.6
1979,Asia,Gasoline,Rear-wheel drive,4,2260,6,241.0,4420,20.8,26.4
2009,USA,Gasoline,Rear-wheel drive,3,2350,6,267.0,4250,18.3,27.4
1982,Europe,Gasoline,Front-wheel drive,3,2260,6,238.0,3960,19.1,26.5
1998,USA,Gasoline,Rear-wheel drive,5,2210,6,251.0,4520,20.7,23.9
1999,Asia,Gasoline,Front-wheel drive,4,2020,6,215.0,3930,16.7,29.9
2003,Asia,Gasoline,Front-wheel drive,2,2210,6,235.0,3910,18.7,33.9
2008,USA,Gasoline,Rear-wheel drive,4,2230,5,251.0,4320,19.0,26.1
1981,Asia,Diesel,Front-wheel drive,3,2250,6,272.0,3980,20.3,28.2
1985,Europe,Gasoline,All-wheel drive,4,2490,6,260.0,4740,20.7,27.0
1997,Europe,Diesel,Front-wheel drive,3,2250,5,265.0,3880,17.7,32.4
2006,Europe,Diesel,Rear-wheel drive,3,2160,6,236.0,4140,18.9,34.1
2009,Asia,Gasoline,Rear-wheel drive,3,2220,5,226.0,4180,18.9,32.1
1978,Europe,Gasoline,Front-wheel drive,3,2490,6,262.0,4380,20.0,25.5
2017,USA,Diesel,Front-wheel drive,3,2240,6,256.0,4340,17.9,36.4
2000,Asia,Hybrid,Front-wheel drive,2,2270,6,245.0,4210,17.7,33.4
1984,Asia,Gasoline,Front-wheel drive,4,2480,7,282.0,4340,18.1,26.6
2019,Europe,Gasoline,Front-wheel drive,2,2520,7,276.0,4410,19.9,31.2
1992,USA,Gasoline,Front-wheel drive,2,2340,6,283.0,4190,18.1,27.5
1998,Asia,Hybrid,Front-wheel drive,4,2010,5,210.0,3900,20.1,33.0
1989,Asia,Diesel,All-wheel drive,3,2420,6,286.0,4260,17.9,31.5
1995,USA,Gasoline,Rear-wheel drive,4,2200,6,244.0,4460,19.6,27.0
1984,Europe,Gasoline,Front-wheel drive,4,2260,5,,4170,19.6,29.1
1980,USA,Gasoline,All-wheel drive,4,1920,5,236.0,4230,18.9,29.5
1985,USA,Gasoline,Front-wheel drive,2,2630,7,302.0,4700,20.6,24.0
1987,Asia,Diesel,All-wheel drive,5,2670,7,287.0,4690,21.0,26.0
2004,Europe,Gasoline,Front-wheel drive,4,2430,6,259.0,4170,17.4,28.4
2022,Europe,Diesel,All-wheel drive,4,2260,6,267.0,4560,20.0,32.9
1983,Europe,Gasoline,Front-wheel drive,4,2260,6,234.0,3860,17.3,30.5
2021,Asia,Gasoline,Front-wheel drive,4,2210,6,250.0,3970,16.9,32.1
2010,Asia,Gasoline,Rear-wheel drive,4,2030,6,224.0,4210,20.6,32.1
2012,USA,Gasoline,Rear-wheel drive,4,2420,6,255.0,4320,16.3,28.1
1993,Asia,Gasoline,Front-wheel drive,3,2280,6,255.0,4380,18.0,30.6
1985,USA,Diesel,All-wheel drive,2,2490,6,279.0,4780,17.8,26.2
2002,USA,Hybrid,Front-wheel drive,4,2550,7,279.0,4880,19.2,29.0
1986,USA,Diesel,All-wheel drive,3,2360,6,278.0,4420,19.6,24.5
1981,Europe,Gasoline,Rear-wheel drive,3,2360,6,251.0,4380,,27.4
1990,Asia,Gasoline,Front-wheel drive,3,2470,6,250.0,4350,18.8,30.5
1984,USA,Gasoline,All-wheel drive,3,2270,6,,4700,21.8,26.0
2004,Asia,Gasoline,Rear-wheel drive,4,1910,5,223.0,3920,19.7,30.7
1990,USA,Gasoline,Rear-wheel drive,2,1990,5,216.0,4230,22.0,30.2
2017,Europe,Gasoline,Rear-wheel drive,5,2000,6,229.0,3850,17.0,32.9
2008,USA,Gasoline,Front-wheel drive,3,2090,6,246.0,4080,16.8,28.8
1994,USA,Diesel,Rear-wheel drive,4,2320,6,,4590,20.3,28.5
1986,Europe,Gasoline,Front-wheel drive,3,2300,6,243.0,4210,18.0,28.7
2021,Asia,Gasoline,Front-wheel drive,5,1950,5,213.0,4210,17.8,32.7
2020,Asia,Hybrid,All-wheel drive,3,2420,6,267.0,4530,20.6,35.0
2022,Asia,Gasoline,Front-wheel drive,5,2260,6,248.0,4030,17.5,35.1
1988,Asia,Gasoline,Front-wheel drive,4,2320,6,275.0,4360,16.9,25.7
1991,Asia,Diesel,Front-wheel drive,5,2520,7,302.0,4550,19.0,27.1
2020,USA,Gasoline,All-wheel drive,4,2150,5,262.0,4420,17.9,28.3
1977,USA,Gasoline,Front-wheel drive,3,2420,6,272.0,4340,20.9,27.3
2009,USA,Hybrid,Rear-wheel drive,4,2620,7,298.0,4840,19.7,30.9
2017,Asia,Hybrid,Front-wheel drive,3,2120,6,201.0,4010,21.0,38.4
2006,Asia,Gasoline,Front-wheel drive,5,2560,6,264.0,4620,20.5,26.9
2009,Asia,Gasoline,Front-wheel drive,5,2200,6,244.0,4460,18.6,33.1
2024,Asia,Gasoline,Front-wheel drive,4,1940,5,223.0,3820,19.6,35.7
2008,Europe,Hybrid,Rear-wheel drive,3,2430,6,264.0,4460,15.7,33.7
1997,USA,Gasoline,Front-wheel drive,4,2270,6,,4210,19.5,28.5
1982,Asia,Gasoline,Rear-wheel drive,4,2080,6,247.0,4240,18.8,29.3
1978,Asia,Gasoline,All-wheel drive,5,2060,6,,4270,19.7,25.0
2000,Europe,Gasoline,All-wheel drive,4,2160,6,258.0,4240,18.5,27.3
2021,USA,Gasoline,All-wheel drive,3,2340,6,249.0,4400,18.8,27.4
2013,Asia,Gasoline,Front-wheel drive,4,2310,6,243.0,4190,19.0,33.6
2007,Asia,Gasoline,Front-wheel drive,4,2310,6,227.0,4250,20.3,31.1
1980,USA,Hybrid,Front-wheel drive,3,2090,5,,4260,22.2,32.1
2016,Asia,Gasoline,Front-wheel drive,3,2270,6,238.0,4330,18.9,32.3
1994,USA,Gasoline,Front-wheel drive,5,2340,7,278.0,4460,19.7,28.4
1984,Asia,Diesel,Front-wheel drive,4,2220,6,270.0,3900,20.2,32.3
1978,Asia,Diesel,Front-wheel drive,2,2160,6,240.0,4110,19.8,32.7
1981,Europe,Diesel,Rear-wheel drive,3,2380,6,254.0,4350,19.7,31.6
1990,Europe,Gasoline,Front-wheel drive,5,2170,6,242.0,4110,17.9,27.8
1988,USA,Gasoline,Rear-wheel drive,4,2370,7,284.0,4520,20.7,25.5
1996,Asia,Gasoline,Front-wheel drive,4,2210,6,259.0,3960,20.1,31.3
2012,USA,Hybrid,Rear-wheel drive,3,2330,6,277.0,4400,18.2,31.2
1995,USA,Gasoline,Rear-wheel drive,4,2440,7,287.0,4910,19.0,24.8
2004,USA,Gasoline,Front-wheel drive,3,2180,6,270.0,4260,19.6,29.6
2002,Asia,Gasoline,Rear-wheel drive,4,2070,5,220.0,4080,17.6,31.0
1978,Asia,Diesel,Front-wheel drive,4,2430,6,287.0,4290,19.6,28.9
1988,Asia,Diesel,All-wheel drive,2,1920,5,220.0,4000,18.5,31.7
2019,Europe,Gasoline,Rear-wheel drive,3,2420,6,249.0,4450,19.8,31.2
2007,Asia,Hybrid,Front-wheel drive,3,2330,6,257.0,4120,18.5,32.0
1989,Asia,Gasoline,Rear-wheel drive,4,2070,6,227.0,4130,18.1,30.0
2019,Europe,Gasoline,Rear-wheel drive,3,2100,6,220.0,4270,19.6,30.4
2002,Europe,Gasoline,Front-wheel drive,3,2060,6,213.0,4030,19.8,31.3
1987,Europe,Gasoline,Front-wheel drive,4,2440,6,241.0,4340,19.4,31.6
1980,Europe,Gasoline,All-wheel drive,4,2470,7,286.0,4710,16.7,27.8
1994,Europe,Gasoline,Front-wheel drive,2,2370,6,256.0,4170,,31.0
1981,USA,Gasoline,Rear-wheel drive,3,2310,6,,4590,19.0,28.2
2011,Europe,Gasoline,Rear-wheel drive,4,2180,6,233.0,4180,17.8,33.4
1984,Europe,Gasoline,All-wheel drive,4,2280,7,263.0,4740,20.3,25.8
1999,Asia,Gasoline,Rear-wheel drive,2,1860,5,208.0,3990,19.3,32.1
2011,USA,Gasoline,Front-wheel drive,3,2290,6,266.0,4130,19.5,31.7
1986,USA,Gasoline,All-wheel drive,3,2200,6,237.0,4330,20.9,28.1
2002,USA,Gasoline,Front-wheel drive,4,2130,6,224.0,4060,17.1,32.5
1991,Asia,Diesel,Rear-wheel drive,4,2390,6,266.0,4510,20.9,30.8
1990,Asia,Gasoline,Rear-wheel drive,4,2270,6,,4350,18.7,26.4
2022,USA,Gasoline,All-wheel drive,2,2380,6,280.0,4530,19.3,27.4
2001,USA,Diesel,Front-wheel drive,3,2320,6,275.0,4090,18.4,28.9
2010,USA,Gasoline,All-wheel drive,4,2230,6,279.0,4480,16.6,29.7
1985,USA,Hybrid,Front-wheel drive,3,2320,6,258.0,3840,17.4,35.6
2021,Europe,Gasoline,All-wheel drive,4,2240,6,259.0,4640,18.6,30.7
1980,USA,Gasoline,Rear-wheel drive,3,2410,7,,4270,19.6,25.5
2007,USA,Hybrid,Front-wheel drive,4,2570,7,269.0,4690,19.1,35.2
2015,USA,Hybrid,All-wheel drive,2,2340,6,273.0,4430,19.0,32.2
1977,USA,Gasoline,Front-wheel drive,3,2250,5,258.0,4100,17.4,25.6
2004,USA,Diesel,All-wheel drive,3,2090,6,274.0,4110,19.4,30.3
2007,Europe,Gasoline,Rear-wheel drive,4,2350,6,241.0,4490,20.2,25.2
2018,USA,Gasoline,Front-wheel drive,3,2300,6,253.0,4410,17.1,30.3
2021,Europe,Gasoline,Front-wheel drive,5,2340,6,240.0,4150,19.4,30.4
1983,Europe,Gasoline,Rear-wheel drive,4,2010,6,,3890,19.7,32.1
1980,Europe,Gasoline,Rear-wheel drive,4,2030,5,,4250,17.9,29.2
1978,USA,Hybrid,Rear-wheel drive,3,2210,6,256.0,4450,19.7,30.8
1996,USA,Gasoline,Rear-wheel drive,2,2330,6,244.0,4440,21.5,26.9
2012,Europe,Hybrid,Rear-wheel drive,2,2270,6,268.0,4100,18.5,32.6
1987,Asia,Diesel,Front-wheel drive,4,2380,7,,4190,18.2,28.9
2023,USA,Gasoline,Rear-wheel drive,2,2300,6,252.0,4210,19.6,27.9
2013,USA,Gasoline,All-wheel drive,3,2300,6,275.0,4570,21.5,29.2
1990,Europe,Gasoline,Rear-wheel drive,4,2270,6,228.0,4380,19.6,30.8
1994,Asia,Gasoline,Front-wheel drive,3,2230,6,232.0,3980,19.2,29.2
1981,USA,Gasoline,Front-wheel drive,3,2460,7,280.0,4050,19.6,27.3
1976,Europe,Gasoline,Front-wheel drive,4,2370,7,249.0,4430,20.1,28.0
2003,Asia,Diesel,Rear-wheel drive,2,2290,6,273.0,4290,18.2,30.9
1997,Europe,Diesel,Rear-wheel drive,4,2470,7,256.0,4420,18.5,32.3
1982,Asia,Diesel,All-wheel drive,5,2290,6,267.0,4500,18.3,28.7
1981,USA,Diesel,All-wheel drive,4,2090,6,267.0,4570,20.9,28.7
2022,USA,Gasoline,Front-wheel drive,5,2010,5,226.0,4230,18.0,32.1
1976,Europe,Gasoline,Front-wheel drive,3,2160,6,228.0,3920,21.8,27.4
2018,Asia,Gasoline,Rear-wheel drive,4,2310,6,245.0,4240,16.8,30.1
2001,Asia,Gasoline,Rear-wheel drive,4,2130,6,231.0,4100,19.5,31.7
2011,USA,Gasoline,All-wheel drive,4,2090,5,238.0,4220,17.7,30.6
1993,USA,Gasoline,Rear-wheel drive,4,2300,6,278.0,4170,18.8,28.9
2008,Asia,Gasoline,Front-wheel drive,4,2150,6,240.0,4110,17.4,31.5
2005,USA,Gasoline,Front-wheel drive,3,2570,6,287.0,4490,18.2,28.9
2007,Asia,Gasoline,Front-wheel drive,3,1940,6,237.0,4180,15.2,28.0
1995,USA,Diesel,Front-wheel drive,4,2280,6,281.0,4050,18.2,28.0
2010,USA,Diesel,Rear-wheel drive,3,2250,5,273.0,4260,17.3,33.5
2003,Asia,Diesel,All-wheel drive,4,2220,6,262.0,4370,19.4,30.6
1979,USA,Diesel,Front-wheel drive,4,2600,7,298.0,4600,19.4,25.4
2019,Asia,Diesel,All-wheel drive,4,2510,7,288.0,4740,20.9,32.5
1990,USA,Gasoline,Front-wheel drive,2,2430,7,291.0,4080,17.9,30.0
2005,Europe,Gasoline,Rear-wheel drive,4,2270,6,247.0,4340,17.4,27.3
1982,USA,Gasoline,Front-wheel drive,5,2330,6,253.0,4240,18.2,27.5
1984,Europe,Gasoline,Front-wheel drive,4,2260,6,252.0,4020,18.5,28.9
1982,Asia,Gasoline,Rear-wheel drive,2,2180,6,262.0,4220,21.5,26.5
1989,Asia,Diesel,All-wheel drive,3,2370,6,261.0,4400,19.7,27.9
2020,USA,Diesel,Front-wheel drive,5,2390,7,295.0,4380,20.0,33.1
2009,Asia,Gasoline,Front-wheel drive,4,2400,6,275.0,4100,18.8,30.9
1975,Asia,Gasoline,Front-wheel drive,3,2360,6,,4060,20.2,26.6
2011,USA,Gasoline,Rear-wheel drive,3,2190,6,263.0,4680,19.3,27.9
1978,Asia,Gasoline,Front-wheel drive,4,2280,6,244.0,4230,20.2,27.8
2015,USA,Gasoline,All-wheel drive,3,2530,6,271.0,4890,19.0,26.4
2023,USA,Gasoline,Front-wheel drive,2,2380,6,268.0,4440,18.5,30.8
1986,Asia,Diesel,Rear-wheel drive,3,2650,6,283.0,4440,17.5,24.1
2009,USA,Diesel,Rear-wheel drive,2,2230,5,254.0,4330,18.9,31.4
1999,Europe,Gasoline,Front-wheel drive,5,2470,7,266.0,4310,,31.9
1990,Asia,Diesel,All-wheel drive,3,2290,6,268.0,4520,19.8,32.5
2006,USA,Gasoline,Front-wheel drive,4,2200,6,284.0,3860,18.2,27.4
2016,Asia,Hybrid,All-wheel drive,5,2380,6,257.0,4630,18.3,30.1
1977,Europe,Gasoline,Front-wheel drive,4,2190,6,240.0,4030,18.8,28.4
2010,Europe,Diesel,Front-wheel drive,5,2210,6,257.0,4280,18.7,34.5
2006,USA,Gasoline,Rear-wheel drive,5,2500,7,299.0,4920,18.2,24.4
1988,USA,Gasoline,Front-wheel drive,2,2290,7,283.0,4400,18.7,26.4
1984,USA,Diesel,Front-wheel drive,3,1960,5,,3970,18.2,32.2
2011,Asia,Gasoline,Front-wheel drive,3,2180,6,235.0,4090,19.7,32.3
1995,USA,Diesel,All-wheel drive,4,1820,5,206.0,4090,17.6,32.9
1982,USA,Gasoline,Front-wheel drive,4,2470,6,286.0,4320,18.0,22.3
2002,Asia,Hybrid,Front-wheel drive,4,2570,7,288.0,4380,19.6,32.9
1979,USA,Gasoline,Front-wheel drive,4,2230,6,248.0,4360,18.1,27.5
2022,USA,Diesel,Front-wheel drive,3,2250,6,284.0,4340,18.1,35.2
1977,Asia,Hybrid,Front-wheel drive,3,2300,6,255.0,4330,21.1,34.7
1975,Asia,Diesel,Rear-wheel drive,4,2350,6,,4500,19.9,30.5
1976,USA,Gasoline,Front-wheel drive,2,2500,6,294.0,4050,19.0,27.0
1979,Asia,Gasoline,Rear-wheel drive,2,2450,6,256.0,4420,19.5,26.4
1980,Europe,Gasoline,Front-wheel drive,5,2310,6,253.0,4360,19.0,29.9
1978,USA,Hybrid,All-wheel drive,4,2400,6,266.0,4350,19.0,27.4
2005,Europe,Hybrid,All-wheel drive,4,2510,7,266.0,4730,19.8,29.9
2012,Europe,Gasoline,Front-wheel drive,4,2140,5,227.0,4150,18.2,34.5
2000,Asia,Diesel,Front-wheel drive,3,1980,6,246.0,3790,17.2,33.5
2008,USA,Gasoline,Front-wheel drive,5,2290,6,268.0,4130,18.5,30.8
2012,USA,Diesel,All-wheel drive,3,2190,6,267.0,4230,16.4,30.0
1981,USA,Gasoline,Front-wheel drive,4,2580,7,,4750,19.2,24.1
2018,Europe,Gasoline,Rear-wheel drive,5,2590,7,278.0,4780,20.0,28.1
2000,Europe,Gasoline,Rear-wheel drive,3,2090,6,214.0,4120,19.4,32.6
1982,Asia,Gasoline,Rear-wheel drive,3,2570,6,,4330,18.7,28.1
1999,Asia,Gasoline,Front-wheel drive,3,2020,5,,3940,18.5,32.7
1984,USA,Diesel,All-wheel drive,5,2280,6,,4860,22.2,28.2
2010,USA,Gasoline,Rear-wheel drive,2,2320,6,270.0,4540,15.9,28.7
2001,USA,Diesel,Front-wheel drive,4,2220,6,258.0,3990,20.1,32.8
2017,Asia,Gasoline,Front-wheel drive,5,2330,6,243.0,4150,18.8,34.3
1980,USA,Gasoline,Front-wheel drive,3,2420,6,,4340,19.6,25.8
1984,Asia,Gasoline,Rear-wheel drive,4,2100,6,224.0,4030,20.1,30.0
2007,USA,Hybrid,Front-wheel drive,3,2190,6,227.0,4130,18.8,35.3
1993,Europe,Diesel,All-wheel drive,3,2580,6,283.0,4690,19.0,26.8
1988,Asia,Gasoline,Rear-wheel drive,5,1830,6,210.0,4040,18.9,28.6
2000,Europe,Hybrid,Front-wheel drive,3,2500,7,258.0,4330,18.9,33.4
2006,USA,Gasoline,Front-wheel drive,2,2400,6,286.0,4390,17.8,30.9
2012,USA,Gasoline,Front-wheel drive,3,2540,7,290.0,4720,20.7,28.8
2019,Asia,Gasoline,Rear-wheel drive,3,2240,6,251.0,4130,16.5,30.8
1977,Asia,Gasoline,Front-wheel drive,4,2480,7,,4430,20.4,27.1
2016,Europe,Gasoline,Front-wheel drive,4,2350,6,260.0,4210,17.9,32.6
2009,Europe,Gasoline,Rear-wheel drive,2,2550,7,291.0,4360,18.0,29.1
1991,USA,Gasoline,Rear-wheel drive,5,2290,6,269.0,4550,18.3,26.9
2022,Asia,Gasoline,All-wheel drive,4,2240,6,238.0,4540,19.8,27.1
2013,USA,Gasoline,Rear-wheel drive,4,2370,6,275.0,4270,19.1,30.7
2023,Asia,Gasoline,Rear-wheel drive,3,2250,6,227.0,4150,20.3,31.4
2004,USA,Gasoline,Rear-wheel drive,3,2220,6,244.0,4490,20.9,29.1
1982,USA,Gasoline,All-wheel drive,5,2150,6,,4370,16.2,25.7
1997,USA,Gasoline,Rear-wheel drive,3,2000,5,242.0,4360,17.8,27.8
2007,USA,Gasoline,Front-wheel drive,5,2250,6,253.0,4220,17.7,28.0
2023,Asia,Gasoline,All-wheel drive,4,2340,6,261.0,4320,17.3,30.6
2008,Europe,Gasoline,Front-wheel drive,5,1960,5,212.0,4020,21.4,33.0
2020,USA,Gasoline,Rear-wheel drive,2,2210,6,270.0,4120,17.2,29.4
2010,USA,Hybrid,Front-wheel drive,4,2730,7,292.0,4550,20.1,33.0
2010,USA,Gasoline,Front-wheel drive,3,2240,6,258.0,4130,17.6,31.6
2023,Asia,Gasoline,Front-wheel drive,2,2220,6,236.0,4040,15.8,31.5
1976,Asia,Gasoline,Front-wheel drive,3,2130,6,239.0,4220,21.4,26.9
1992,Europe,Gasoline,All-wheel drive,3,2220,7,235.0,4310,21.6,28.2
1980,Europe,Diesel,Front-wheel drive,4,1940,5,218.0,3720,,32.2
1995,Europe,Gasoline,Rear-wheel drive,4,2120,6,,4400,21.5,29.5
1998,Europe,Hybrid,Front-wheel drive,4,2390,6,254.0,4200,20.0,35.0
2016,Asia,Gasoline,Front-wheel drive,4,2320,6,252.0,4380,18.6,29.6
2019,USA,Gasoline,Rear-wheel drive,4,2220,6,246.0,4480,18.9,31.2
1977,Asia,Gasoline,Rear-wheel drive,3,2340,6,248.0,4250,20.1,25.3
1992,USA,Gasoline,Front-wheel drive,2,2210,6,242.0,4190,20.8,30.1
1985,Asia,Diesel,Front-wheel drive,3,2020,5,246.0,4010,16.4,32.5
2015,USA,Diesel,Front-wheel drive,2,1920,5,240.0,3780,18.0,35.4
2018,USA,Gasoline,Rear-wheel drive,3,2450,7,268.0,4420,19.3,28.4
1978,USA,Gasoline,Front-wheel drive,5,2050,5,,4080,19.6,29.7
2011,USA,Gasoline,Rear-wheel drive,3,2240,6,,4570,19.8,28.9
